Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage
07_2023,MD,H_COMP_2,7,17,76
07_2023,MD,H_COMP_3,16,28,56
07_2023,MD,H_COMP_5,25,19,56
07_2023,MD,H_COMP_6,16,0,84
07_2023,MD,H_COMP_7,8,45,47
07_2023,MD,H_HSP_RATING,12,24,64
07_2023,MD,H_QUIET_HSP,13,31,56
07_2023,MD,H_RECMND,9,28,63
07_2023,ME,H_CLEAN_HSP,10,20,70
07_2023,ME,H_COMP_1,4,14,82
07_2023,ME,H_COMP_2,4,15,81
07_2023,ME,H_COMP_3,8,24,68
07_2023,ME,H_COMP_5,17,19,64
07_2023,ME,H_COMP_6,13,0,87
07_2023,ME,H_COMP_7,5,43,52
07_2023,ME,H_HSP_RATING,8,20,72
07_2023,ME,H_QUIET_HSP,10,33,57
07_2023,ME,H_RECMND,5,24,71
07_2023,MI,H_CLEAN_HSP,11,20,69
07_2023,MI,H_COMP_1,5,15,80
07_2023,MI,H_COMP_2,5,17,78
07_2023,MI,H_COMP_3,10,22,68
07_2023,MI,H_COMP_5,20,19,61
07_2023,MI,H_COMP_6,13,0,87
07_2023,MI,H_COMP_7,6,43,51
07_2023,MI,H_HSP_RATING,9,22,69
07_2023,MI,H_QUIET_HSP,11,30,59
07_2023,MI,H_RECMND,6,26,68
07_2023,MN,H_CLEAN_HSP,7,18,75
07_2023,MN,H_COMP_1,3,14,83
07_2023,MN,H_COMP_2,3,13,84
07_2023,MN,H_COMP_3,5,22,73
07_2023,MN,H_COMP_5,15,20,65
07_2023,MN,H_COMP_6,12,0,88
07_2023,MN,H_COMP_7,4,40,56
07_2023,MN,H_HSP_RATING,5,19,76
07_2023,MN,H_QUIET_HSP,6,26,68
07_2023,MN,H_RECMND,3,22,75
07_2023,MO,H_CLEAN_HSP,10,19,71
07_2023,MO,H_COMP_1,5,16,79
07_2023,MO,H_COMP_2,5,16,79
07_2023,MO,H_COMP_3,10,26,64
07_2023,MO,H_COMP_5,20,19,61
07_2023,MO,H_COMP_6,14,0,86
07_2023,MO,H_COMP_7,6,43,51
07_2023,MO,H_HSP_RATING,9,21,70
07_2023,MO,H_QUIET_HSP,9,29,62
07_2023,MO,H_RECMND,6,26,68
07_2023,MS,H_CLEAN_HSP,10,17,73
07_2023,MS,H_COMP_1,5,13,82
07_2023,MS,H_COMP_2,4,11,85
07_2023,MS,H_COMP_3,11,18,71
07_2023,MS,H_COMP_5,17,18,65
07_2023,MS,H_COMP_6,16,0,84
07_2023,MS,H_COMP_7,5,43,52
07_2023,MS,H_HSP_RATING,9,19,72
07_2023,MS,H_QUIET_HSP,7,21,72
07_2023,MS,H_RECMND,7,23,70
07_2023,MT,H_CLEAN_HSP,12,18,70
07_2023,MT,H_COMP_1,3,15,82
07_2023,MT,H_COMP_2,4,12,84
07_2023,MT,H_COMP_3,6,20,74
07_2023,MT,H_COMP_5,17,17,66
07_2023,MT,H_COMP_6,15,0,85
07_2023,MT,H_COMP_7,5,42,53
07_2023,MT,H_HSP_RATING,8,22,70
07_2023,MT,H_QUIET_HSP,7,28,65
07_2023,MT,H_RECMND,5,25,70
07_2023,NC,H_CLEAN_HSP,12,20,68
07_2023,NC,H_COMP_1,5,17,78
07_2023,NC,H_COMP_2,5,15,80
07_2023,NC,H_COMP_3,12,25,63
07_2023,NC,H_COMP_5,21,18,61
07_2023,NC,H_COMP_6,14,0,86
07_2023,NC,H_COMP_7,6,44,50
07_2023,NC,H_HSP_RATING,10,22,68
07_2023,NC,H_QUIET_HSP,10,29,61
07_2023,NC,H_RECMND,7,27,66
07_2023,ND,H_CLEAN_HSP,8,18,74
07_2023,ND,H_COMP_1,3,15,82
07_2023,ND,H_COMP_2,4,12,84
07_2023,ND,H_COMP_3,7,21,72
07_2023,ND,H_COMP_5,17,19,64
07_2023,ND,H_COMP_6,18,0,82
07_2023,ND,H_COMP_7,4,43,53
07_2023,ND,H_HSP_RATING,8,19,73
07_2023,ND,H_QUIET_HSP,6,25,69
07_2023,ND,H_RECMND,3,24,73
07_2023,NE,H_CLEAN_HSP,6,15,79
07_2023,NE,H_COMP_1,3,14,83
07_2023,NE,H_COMP_2,3,13,84
07_2023,NE,H_COMP_3,5,22,73
07_2023,NE,H_COMP_5,16,20,64
07_2023,NE,H_COMP_6,12,0,88
07_2023,NE,H_COMP_7,3,42,55
07_2023,NE,H_HSP_RATING,5,16,79
07_2023,NE,H_QUIET_HSP,5,26,69
07_2023,NE,H_RECMND,3,21,76
07_2023,NH,H_CLEAN_HSP,9,20,71
07_2023,NH,H_COMP_1,4,16,80
07_2023,NH,H_COMP_2,5,17,78
07_2023,NH,H_COMP_3,9,27,64
07_2023,NH,H_COMP_5,21,19,60
07_2023,NH,H_COMP_6,12,0,88
07_2023,NH,H_COMP_7,6,43,51
07_2023,NH,H_HSP_RATING,9,22,69
07_2023,NH,H_QUIET_HSP,12,34,54
07_2023,NH,H_RECMND,6,24,70
07_2023,NJ,H_CLEAN_HSP,12,21,67
07_2023,NJ,H_COMP_1,7,19,74
07_2023,NJ,H_COMP_2,7,19,74
07_2023,NJ,H_COMP_3,17,28,55
07_2023,NJ,H_COMP_5,26,19,55
07_2023,NJ,H_COMP_6,17,0,83
07_2023,NJ,H_COMP_7,8,47,45
07_2023,NJ,H_HSP_RATING,13,24,63
07_2023,NJ,H_QUIET_HSP,16,32,52
07_2023,NJ,H_RECMND,9,29,62
07_2023,NM,H_CLEAN_HSP,12,18,70
07_2023,NM,H_COMP_1,6,19,75
07_2023,NM,H_COMP_2,7,16,77
07_2023,NM,H_COMP_3,12,23,65
07_2023,NM,H_COMP_5,22,19,59
07_2023,NM,H_COMP_6,18,0,82
07_2023,NM,H_COMP_7,9,46,45
07_2023,NM,H_HSP_RATING,11,24,65
07_2023,NM,H_QUIET_HSP,10,28,62
07_2023,NM,H_RECMND,8,29,63
07_2023,NV,H_CLEAN_HSP,12,19,69
07_2023,NV,H_COMP_1,7,19,74
07_2023,NV,H_COMP_2,9,18,73
07_2023,NV,H_COMP_3,11,25,64
07_2023,NV,H_COMP_5,22,17,61
07_2023,NV,H_COMP_6,17,0,83
07_2023,NV,H_COMP_7,9,44,47
07_2023,NV,H_HSP_RATING,11,23,66
07_2023,NV,H_QUIET_HSP,15,28,57
07_2023,NV,H_RECMND,9,26,65
07_2023,NY,H_CLEAN_HSP,12,21,67
07_2023,NY,H_COMP_1,7,19,74
07_2023,NY,H_COMP_2,7,18,75
07_2023,NY,H_COMP_3,15,27,58
07_2023,NY,H_COMP_5,25,19,56
07_2023,NY,H_COMP_6,16,0,84
07_2023,NY,H_COMP_7,8,46,46
07_2023,NY,H_HSP_RATING,13,25,62
07_2023,NY,H_QUIET_HSP,16,32,52
07_2023,NY,H_RECMND,9,29,62
07_2023,OH,H_CLEAN_HSP,10,19,71
07_2023,OH,H_COMP_1,4,16,80
07_2023,OH,H_COMP_2,5,17,78
07_2023,OH,H_COMP_3,10,26,64
07_2023,OH,H_COMP_5,20,19,61
07_2023,OH,H_COMP_6,12,0,88
07_2023,OH,H_COMP_7,6,43,51
07_2023,OH,H_HSP_RATING,8,21,71
07_2023,OH,H_QUIET_HSP,10,31,59
07_2023,OH,H_RECMND,5,26,69
07_2023,OK,H_CLEAN_HSP,9,17,74
07_2023,OK,H_COMP_1,5,15,80
07_2023,OK,H_COMP_2,5,14,81
07_2023,OK,H_COMP_3,8,22,70
07_2023,OK,H_COMP_5,19,17,64
07_2023,OK,H_COMP_6,15,0,85
07_2023,OK,H_COMP_7,6,41,53
07_2023,OK,H_HSP_RATING,8,20,72
07_2023,OK,H_QUIET_HSP,7,25,68
07_2023,OK,H_RECMND,6,23,71
07_2023,OR,H_CLEAN_HSP,9,19,72
07_2023,OR,H_COMP_1,4,17,79
07_2023,OR,H_COMP_2,5,16,79
07_2023,OR,H_COMP_3,7,26,67
07_2023,OR,H_COMP_5,18,19,63
07_2023,OR,H_COMP_6,12,0,88
07_2023,OR,H_COMP_7,6,44,50
07_2023,OR,H_HSP_RATING,7,22,71
07_2023,OR,H_QUIET_HSP,11,33,56
07_2023,OR,H_RECMND,5,24,71
07_2023,PA,H_CLEAN_HSP,10,20,70
07_2023,PA,H_COMP_1,5,16,79
07_2023,PA,H_COMP_2,5,17,78
07_2023,PA,H_COMP_3,11,25,64
07_2023,PA,H_COMP_5,21,19,60
07_2023,PA,H_COMP_6,13,0,87
07_2023,PA,H_COMP_7,6,44,50
07_2023,PA,H_HSP_RATING,10,21,69
07_2023,PA,H_QUIET_HSP,12,32,56
07_2023,PA,H_RECMND,6,26,68
07_2023,RI,H_CLEAN_HSP,8,18,74
07_2023,RI,H_COMP_1,5,16,79
07_2023,RI,H_COMP_2,5,16,79
07_2023,RI,H_COMP_3,12,26,62
07_2023,RI,H_COMP_5,22,18,60
07_2023,RI,H_COMP_6,13,0,87
07_2023,RI,H_COMP_7,6,44,50
07_2023,RI,H_HSP_RATING,10,21,69
07_2023,RI,H_QUIET_HSP,13,33,54
07_2023,RI,H_RECMND,7,23,70
07_2023,SC,H_CLEAN_HSP,13,20,67
07_2023,SC,H_COMP_1,6,15,79
07_2023,SC,H_COMP_2,5,14,81
07_2023,SC,H_COMP_3,13,24,63
07_2023,SC,H_COMP_5,21,18,61
07_2023,SC,H_COMP_6,15,0,85
07_2023,SC,H_COMP_7,7,42,51
07_2023,SC,H_HSP_RATING,10,21,69
07_2023,SC,H_QUIET_HSP,9,27,64
07_2023,SC,H_RECMND,7,26,67
07_2023,SD,H_CLEAN_HSP,7,16,77
07_2023,SD,H_COMP_1,3,13,84
07_2023,SD,H_COMP_2,3,12,85
07_2023,SD,H_COMP_3,5,19,76
07_2023,SD,H_COMP_5,14,19,67
07_2023,SD,H_COMP_6,13,0,87
07_2023,SD,H_COMP_7,3,41,56
07_2023,SD,H_HSP_RATING,5,17,78
07_2023,SD,H_QUIET_HSP,5,25,70
07_2023,SD,H_RECMND,2,22,76
07_2023,TN,H_CLEAN_HSP,12,19,69
07_2023,TN,H_COMP_1,5,16,79
07_2023,TN,H_COMP_2,6,13,81
07_2023,TN,H_COMP_3,12,23,65
07_2023,TN,H_COMP_5,21,18,61
07_2023,TN,H_COMP_6,16,0,84
07_2023,TN,H_COMP_7,6,44,50
07_2023,TN,H_HSP_RATING,10,21,69
07_2023,TN,H_QUIET_HSP,8,28,64
07_2023,TN,H_RECMND,7,26,67
07_2023,TX,H_CLEAN_HSP,9,16,75
07_2023,TX,H_COMP_1,5,15,80
07_2023,TX,H_COMP_2,5,15,80
07_2023,TX,H_COMP_3,10,22,68
07_2023,TX,H_COMP_5,20,17,63
07_2023,TX,H_COMP_6,15,0,85
07_2023,TX,H_COMP_7,6,41,53
07_2023,TX,H_HSP_RATING,9,18,73
07_2023,TX,H_QUIET_HSP,7,24,69
07_2023,TX,H_RECMND,6,22,72
07_2023,UT,H_CLEAN_HSP,8,16,76
07_2023,UT,H_COMP_1,3,16,81
07_2023,UT,H_COMP_2,4,13,83
07_2023,UT,H_COMP_3,8,23,69
07_2023,UT,H_COMP_5,19,18,63
07_2023,UT,H_COMP_6,11,0,89
07_2023,UT,H_COMP_7,5,40,55
07_2023,UT,H_HSP_RATING,6,18,76
07_2023,UT,H_QUIET_HSP,7,28,65
07_2023,UT,H_RECMND,4,20,76
07_2023,VA,H_CLEAN_HSP,11,19,70
07_2023,VA,H_COMP_1,5,17,78
07_2023,VA,H_COMP_2,5,16,79
07_2023,VA,H_COMP_3,13,26,61
07_2023,VA,H_COMP_5,22,18,60
07_2023,VA,H_COMP_6,14,0,86
07_2023,VA,H_COMP_7,6,44,50
07_2023,VA,H_HSP_RATING,10,21,69
07_2023,VA,H_QUIET_HSP,10,30,60
07_2023,VA,H_RECMND,7,25,68
07_2023,VT,H_CLEAN_HSP,8,19,73
07_2023,VT,H_COMP_1,4,15,81
07_2023,VT,H_COMP_2,4,15,81
07_2023,VT,H_COMP_3,7,25,68
07_2023,VT,H_COMP_5,18,18,64
07_2023,VT,H_COMP_6,12,0,88
07_2023,VT,H_COMP_7,5,42,53
07_2023,VT,H_HSP_RATING,8,21,71
07_2023,VT,H_QUIET_HSP,12,35,53
07_2023,VT,H_RECMND,6,24,70
07_2023,WA,H_CLEAN_HSP,9,19,72
07_2023,WA,H_COMP_1,4,18,78
07_2023,WA,H_COMP_2,5,16,79
07_2023,WA,H_COMP_3,10,26,64
07_2023,WA,H_COMP_5,19,20,61
07_2023,WA,H_COMP_6,13,0,87
07_2023,WA,H_COMP_7,6,44,50
07_2023,WA,H_HSP_RATING,9,22,69
07_2023,WA,H_QUIET_HSP,12,32,56
07_2023,WA,H_RECMND,6,26,68
07_2023,WI,H_CLEAN_HSP,7,17,76
07_2023,WI,H_COMP_1,3,15,82
07_2023,WI,H_COMP_2,4,15,81
07_2023,WI,H_COMP_3,7,24,69
07_2023,WI,H_COMP_5,16,19,65
07_2023,WI,H_COMP_6,11,0,89
07_2023,WI,H_COMP_7,4,41,55
07_2023,WI,H_HSP_RATING,7,18,75
07_2023,WI,H_QUIET_HSP,7,28,65
07_2023,WI,H_RECMND,4,24,72
07_2023,WV,H_CLEAN_HSP,9,17,74
07_2023,WV,H_COMP_1,5,16,79
07_2023,WV,H_COMP_2,6,15,79
07_2023,WV,H_COMP_3,10,22,68
07_2023,WV,H_COMP_5,20,18,62
07_2023,WV,H_COMP_6,16,0,84
07_2023,WV,H_COMP_7,7,42,51
07_2023,WV,H_HSP_RATING,10,20,70
07_2023,WV,H_QUIET_HSP,11,29,60
07_2023,WV,H_RECMND,7,25,68
07_2023,WY,H_CLEAN_HSP,9,16,75
07_2023,WY,H_COMP_1,3,16,81
07_2023,WY,H_COMP_2,5,15,80
07_2023,WY,H_COMP_3,5,21,74
07_2023,WY,H_COMP_5,16,17,67
07_2023,WY,H_COMP_6,14,0,86
07_2023,WY,H_COMP_7,5,41,54
07_2023,WY,H_HSP_RATING,7,22,71
07_2023,WY,H_QUIET_HSP,6,28,66
07_2023,WY,H_RECMND,4,26,70
