Release Period,State,Facility ID,Completed Surveys,Response Rate (%)
07_2022,OR,380009,403,24
07_2022,OR,380014,677,23
07_2022,OR,380017,1178,26
07_2022,OR,380018,2708,31
07_2022,OR,380020,1273,25
07_2022,OR,380021,571,22
07_2022,OR,380022,429,23
07_2022,OR,380025,678,19
07_2022,OR,380027,756,21
07_2022,OR,380029,329,18
07_2022,OR,380033,83,17
07_2022,OR,380037,358,22
07_2022,OR,380038,530,22
07_2022,OR,38003F,465,33
07_2022,OR,380040,399,24
07_2022,OR,380047,391,26
07_2022,OR,38004F,Not Available,Not Available
07_2022,OR,380050,465,20
07_2022,OR,380051,2749,23
07_2022,OR,380052,183,16
07_2022,OR,380056,202,27
07_2022,OR,380060,629,24
07_2022,OR,380061,464,19
07_2022,OR,380071,424,21
07_2022,OR,380075,448,21
07_2022,OR,380082,397,25
07_2022,OR,380089,1080,29
07_2022,OR,380090,727,22
07_2022,OR,380091,3194,26
07_2022,OR,380102,1764,25
07_2022,OR,380103,1323,24
07_2022,OR,381301,33,32
07_2022,OR,381302,121,19
07_2022,OR,381303,130,22
07_2022,OR,381304,Not Available,Not Available
07_2022,OR,381305,26,18
07_2022,OR,381306,67,28
07_2022,OR,381307,54,22
07_2022,OR,381308,Not Available,Not Available
07_2022,OR,381309,74,21
07_2022,OR,381310,Not Available,Not Available
07_2022,OR,381311,60,30
07_2022,OR,381312,47,23
07_2022,OR,381313,95,21
07_2022,OR,381314,189,19
07_2022,OR,381315,91,19
07_2022,OR,381316,152,28
07_2022,OR,381317,167,23
07_2022,OR,381318,249,25
07_2022,OR,381319,201,19
07_2022,OR,381320,Not Available,Not Available
07_2022,OR,381321,284,28
07_2022,OR,381322,106,24
07_2022,OR,381323,229,20
07_2022,OR,381324,98,19
07_2022,OR,381325,168,15
07_2022,OR,383300,Not Available,Not Available
07_2022,PA,390001,1392,25
07_2022,PA,390002,404,22
07_2022,PA,390003,382,27
07_2022,PA,390004,1187,27
07_2022,PA,390006,2931,28
07_2022,PA,390009,363,27
07_2022,PA,390012,567,27
07_2022,PA,390013,454,34
07_2022,PA,390016,465,30
07_2022,PA,39001F,134,44
07_2022,PA,390025,Not Available,Not Available
07_2022,PA,390026,486,17
07_2022,PA,390027,754,12
07_2022,PA,390028,1148,25
07_2022,PA,390030,705,25
07_2022,PA,390032,304,29
07_2022,PA,390035,670,28
07_2022,PA,390036,390,28
07_2022,PA,390037,426,34
07_2022,PA,390039,552,37
07_2022,PA,390041,543,27
07_2022,PA,390042,888,29
07_2022,PA,390044,447,23
07_2022,PA,390045,478,29
07_2022,PA,390046,579,26
07_2022,PA,390048,642,27
07_2022,PA,390049,498,23
07_2022,PA,39004F,Not Available,Not Available
07_2022,PA,390050,357,29
07_2022,PA,390052,243,32
07_2022,PA,390056,328,34
07_2022,PA,390057,433,31
07_2022,PA,390058,321,32
07_2022,PA,39005F,29,48
07_2022,PA,390062,544,40
07_2022,PA,390063,2058,28
07_2022,PA,390065,560,27
07_2022,PA,390066,584,28
07_2022,PA,390067,2297,30
07_2022,PA,390068,597,31
07_2022,PA,39006F,519,48
07_2022,PA,390070,444,21
07_2022,PA,390071,130,29
07_2022,PA,390072,104,29
07_2022,PA,390073,1765,29
07_2022,PA,390076,Not Available,Not Available
07_2022,PA,390079,441,26
07_2022,PA,390081,623,17
07_2022,PA,390086,1690,32
07_2022,PA,390090,359,23
07_2022,PA,390091,489,30
07_2022,PA,390093,210,29
07_2022,PA,390096,1359,27
07_2022,PA,390097,411,18
07_2022,PA,39009F,497,28
07_2022,PA,390100,526,26
07_2022,PA,390101,587,27
07_2022,PA,390102,1281,37
07_2022,PA,390104,72,40
07_2022,PA,390107,1424,39
07_2022,PA,390110,1582,30
07_2022,PA,390111,443,20
07_2022,PA,390112,412,46
07_2022,PA,390113,414,29
07_2022,PA,390114,1634,22
07_2022,PA,390115,2079,17
07_2022,PA,390116,284,23
07_2022,PA,390117,276,34
07_2022,PA,390119,969,23
07_2022,PA,390123,689,26
07_2022,PA,390125,464,28
07_2022,PA,390127,641,27
07_2022,PA,39012F,515,38
07_2022,PA,390133,4078,25
07_2022,PA,390137,1467,30
07_2022,PA,390138,350,29
07_2022,PA,390139,1478,28
07_2022,PA,39013F,447,35
07_2022,PA,390142,913,10
07_2022,PA,390145,355,32
07_2022,PA,390146,364,27
07_2022,PA,390147,427,28
07_2022,PA,390150,133,31
07_2022,PA,390151,1040,25
07_2022,PA,390153,2212,29
07_2022,PA,390156,524,11
07_2022,PA,390157,339,26
07_2022,PA,390160,254,29
07_2022,PA,390162,184,22
07_2022,PA,390163,328,21
07_2022,PA,390164,4779,29
07_2022,PA,390168,1572,28
07_2022,PA,390173,495,33
07_2022,PA,390174,2365,17
07_2022,PA,390178,410,30
07_2022,PA,390179,643,26
07_2022,PA,390180,1215,15
07_2022,PA,390183,377,25
07_2022,PA,390184,60,25
07_2022,PA,390185,526,20
07_2022,PA,390192,Not Available,Not Available
07_2022,PA,390195,1647,21
07_2022,PA,390198,114,24
07_2022,PA,390199,339,40
07_2022,PA,390201,589,20
07_2022,PA,390203,928,34
07_2022,PA,390204,593,14
07_2022,PA,390211,680,25
07_2022,PA,390217,393,30
07_2022,PA,390219,583,34
07_2022,PA,390220,Not Available,Not Available
07_2022,PA,390222,1299,27
07_2022,PA,390223,515,22
07_2022,PA,390225,750,32
07_2022,PA,390226,604,20
07_2022,PA,390228,616,39
07_2022,PA,390231,1035,22
07_2022,PA,390233,428,35
07_2022,PA,390237,1501,35
07_2022,PA,390256,4894,26
07_2022,PA,390258,2998,25
07_2022,PA,390265,418,30
07_2022,PA,390266,229,31
07_2022,PA,390267,395,29
07_2022,PA,390268,362,29
07_2022,PA,390270,1749,23
07_2022,PA,390272,Not Available,Not Available
07_2022,PA,390278,Not Available,Not Available
07_2022,PA,390304,432,24
07_2022,PA,390307,220,62
07_2022,PA,390314,Not Available,Not Available
07_2022,PA,390316,273,59
07_2022,PA,390321,256,45
07_2022,PA,390322,1033,55
07_2022,PA,390323,407,70
07_2022,PA,390324,975,65
07_2022,PA,390325,368,67
07_2022,PA,390326,767,24
07_2022,PA,390327,187,37
07_2022,PA,390328,789,28
07_2022,PA,390329,563,21
07_2022,PA,390330,616,23
07_2022,PA,390331,124,42
07_2022,PA,390332,716,34
07_2022,PA,390333,263,31
07_2022,PA,391300,192,33
07_2022,PA,391301,120,32
07_2022,PA,391302,52,36
07_2022,PA,391303,114,33
07_2022,PA,391304,Not Available,Not Available
07_2022,PA,391305,125,31
07_2022,PA,391306,118,37
07_2022,PA,391307,94,37
07_2022,PA,391308,53,24
07_2022,PA,391309,78,32
07_2022,PA,391312,60,35
07_2022,PA,391313,369,36
07_2022,PA,391314,107,24
07_2022,PA,391315,249,35
07_2022,PA,391316,318,32
07_2022,PA,391317,Not Available,Not Available
07_2022,PA,393302,Not Available,Not Available
07_2022,PA,393303,Not Available,Not Available
07_2022,PA,393304,Not Available,Not Available
07_2022,PA,393307,Not Available,Not Available
07_2022,PA,393309,Not Available,Not Available
07_2022,PR,400001,Not Available,Not Available
07_2022,PR,400003,Not Available,Not Available
07_2022,PR,400004,Not Available,Not Available
07_2022,PR,400005,Not Available,Not Available
07_2022,PR,400006,333,32
07_2022,PR,400007,Not Available,Not Available
07_2022,PR,400010,Not Available,Not Available
07_2022,PR,400011,Not Available,Not Available
07_2022,PR,400012,Not Available,Not Available
07_2022,PR,400013,Not Available,Not Available
07_2022,PR,400014,Not Available,Not Available
07_2022,PR,400015,Not Available,Not Available
07_2022,PR,400016,Not Available,Not Available
07_2022,PR,400018,Not Available,Not Available
07_2022,PR,400019,Not Available,Not Available
07_2022,PR,400021,Not Available,Not Available
07_2022,PR,400022,504,14
07_2022,PR,400032,Not Available,Not Available
07_2022,PR,40003F,491,27
07_2022,PR,400044,Not Available,Not Available
07_2022,PR,400048,Not Available,Not Available
07_2022,PR,400061,Not Available,Not Available
07_2022,PR,400079,Not Available,Not Available
07_2022,PR,400087,Not Available,Not Available
07_2022,PR,400098,Not Available,Not Available
07_2022,PR,400102,345,27
07_2022,PR,400103,Not Available,Not Available
07_2022,PR,400104,Not Available,Not Available
07_2022,PR,400105,Not Available,Not Available
07_2022,PR,400106,Not Available,Not Available
07_2022,PR,400109,611,39
07_2022,PR,400110,Not Available,Not Available
07_2022,PR,400111,Not Available,Not Available
07_2022,PR,400112,Not Available,Not Available
07_2022,PR,400113,Not Available,Not Available
07_2022,PR,400114,Not Available,Not Available
07_2022,PR,400115,Not Available,Not Available
07_2022,PR,400117,Not Available,Not Available
07_2022,PR,400118,338,31
07_2022,PR,400120,625,36
07_2022,PR,400122,Not Available,Not Available
07_2022,PR,400123,Not Available,Not Available
07_2022,PR,400124,Not Available,Not Available
07_2022,PR,400125,Not Available,Not Available
07_2022,PR,400126,Not Available,Not Available
07_2022,PR,400127,Not Available,Not Available
07_2022,PR,400128,Not Available,Not Available
07_2022,PR,400130,Not Available,Not Available
07_2022,PR,400131,Not Available,Not Available
07_2022,PR,400132,Not Available,Not Available
07_2022,PR,400133,Not Available,Not Available
07_2022,PR,400134,Not Available,Not Available
07_2022,PR,400135,Not Available,Not Available
07_2022,PR,403301,Not Available,Not Available
07_2022,RI,410004,539,19
07_2022,RI,410005,361,18
07_2022,RI,410006,462,27
07_2022,RI,410007,1259,22
07_2022,RI,410008,1686,34
07_2022,RI,410009,1249,26
07_2022,RI,410010,553,16
07_2022,RI,410011,452,29
07_2022,RI,410012,1192,29
07_2022,RI,410013,539,26
07_2022,RI,41005F,488,39
07_2022,SC,420002,1017,16
07_2022,SC,420004,1113,18
07_2022,SC,420005,212,13
07_2022,SC,420007,879,20
07_2022,SC,420009,615,20
07_2022,SC,420010,481,16
07_2022,SC,420011,102,19
07_2022,SC,420015,352,15
07_2022,SC,420018,766,15
07_2022,SC,420019,92,15
07_2022,SC,420020,473,18
07_2022,SC,420023,1490,24
07_2022,SC,420026,1026,20
07_2022,SC,420027,498,17
07_2022,SC,420030,370,15
07_2022,SC,420033,613,18
07_2022,SC,420036,421,14
07_2022,SC,420037,364,17
07_2022,SC,420038,222,12
07_2022,SC,420043,99,19
07_2022,SC,420048,439,19
07_2022,SC,420049,421,18
07_2022,SC,420051,731,18
07_2022,SC,420053,334,28
07_2022,SC,420055,240,16
07_2022,SC,420065,1282,31
07_2022,SC,420066,82,16
07_2022,SC,420067,842,20
07_2022,SC,420068,655,13
07_2022,SC,420070,499,15
07_2022,SC,420071,854,18
07_2022,SC,420072,93,17
07_2022,SC,420073,4303,21
07_2022,SC,420078,1550,15
07_2022,SC,420079,921,17
07_2022,SC,420080,1375,31
07_2022,SC,420082,555,17
07_2022,SC,420085,502,26
07_2022,SC,420086,497,14
07_2022,SC,420087,1579,38
07_2022,SC,420089,1066,26
07_2022,SC,420091,501,15
07_2022,SC,420098,484,29
07_2022,SC,42009F,Not Available,Not Available
07_2022,SC,420101,515,21
07_2022,SC,420102,610,19
07_2022,SC,420103,392,28
07_2022,SC,420104,262,32
07_2022,SC,420105,1046,28
07_2022,SC,420106,558,17
07_2022,SC,420107,223,18
07_2022,SC,420108,49,21
07_2022,SC,420109,252,20
07_2022,SC,420110,370,29
07_2022,SC,42011F,489,28
07_2022,SC,42029F,533,30
07_2022,SC,421300,Not Available,Not Available
07_2022,SC,421301,110,26
07_2022,SC,421303,46,13
07_2022,SC,421304,Not Available,Not Available
07_2022,SC,423300,Not Available,Not Available
07_2022,SD,430005,529,37
07_2022,SD,430008,294,35
07_2022,SD,430012,369,34
07_2022,SD,430013,358,31
07_2022,SD,430014,533,35
07_2022,SD,430015,332,27
07_2022,SD,430016,649,30
07_2022,SD,430027,466,25
07_2022,SD,43002F,337,40
07_2022,SD,43003F,Not Available,Not Available
07_2022,SD,430048,142,12
07_2022,SD,43005F,481,43
07_2022,SD,430077,1829,15
07_2022,SD,430083,Not Available,Not Available
07_2022,SD,430084,47,13
07_2022,SD,430089,484,55
07_2022,SD,430090,908,58
07_2022,SD,430091,960,61
07_2022,SD,430093,Not Available,Not Available
07_2022,SD,430095,665,51
07_2022,SD,430097,242,26
07_2022,SD,430098,Not Available,Not Available
07_2022,SD,431300,100,36
07_2022,SD,431301,25,30
07_2022,SD,431302,25,40
07_2022,SD,431305,43,43
07_2022,SD,431306,49,51
07_2022,SD,431307,Not Available,Not Available
07_2022,SD,431308,Not Available,Not Available
07_2022,SD,431309,48,44
07_2022,SD,431310,27,26
07_2022,SD,431311,Not Available,Not Available
07_2022,SD,431312,46,46
07_2022,SD,431313,39,46
07_2022,SD,431314,Not Available,Not Available
07_2022,SD,431315,Not Available,Not Available
07_2022,SD,431316,54,32
07_2022,SD,431317,Not Available,Not Available
07_2022,SD,431318,47,45
07_2022,SD,431319,66,28
07_2022,SD,431320,40,18
07_2022,SD,431321,74,16
07_2022,SD,431322,78,39
07_2022,SD,431323,Not Available,Not Available
07_2022,SD,431324,Not Available,Not Available
07_2022,SD,431325,61,24
07_2022,SD,431326,66,43
07_2022,SD,431327,Not Available,Not Available
07_2022,SD,431328,Not Available,Not Available
07_2022,SD,431329,40,17
07_2022,SD,431330,107,35
07_2022,SD,431331,40,43
07_2022,SD,431332,Not Available,Not Available
07_2022,SD,431333,Not Available,Not Available
07_2022,SD,431334,64,18
07_2022,SD,431335,163,28
07_2022,SD,431336,50,25
07_2022,SD,431337,74,52
07_2022,SD,431338,79,39
07_2022,SD,431339,51,21
07_2022,SD,433300,Not Available,Not Available
07_2022,TN,440001,38,18
07_2022,TN,440002,1703,18
07_2022,TN,440003,544,16
07_2022,TN,440006,482,16
07_2022,TN,440007,143,33
07_2022,TN,440008,Not Available,Not Available
07_2022,TN,440009,432,22
07_2022,TN,440010,77,24
07_2022,TN,440011,1559,24
07_2022,TN,440012,1142,18
07_2022,TN,440015,2257,21
07_2022,TN,440016,87,17
07_2022,TN,440017,1236,20
07_2022,TN,440018,474,18
07_2022,TN,440020,144,17
07_2022,TN,440029,657,28
07_2022,TN,440030,648,18
07_2022,TN,440031,397,20
07_2022,TN,440032,Not Available,Not Available
07_2022,TN,440033,134,15
07_2022,TN,440034,461,24
07_2022,TN,440035,888,17
07_2022,TN,440039,5239,19
07_2022,TN,440040,Not Available,Not Available
07_2022,TN,440046,380,18
07_2022,TN,440048,2085,14
07_2022,TN,440049,2169,15
07_2022,TN,440050,473,19
07_2022,TN,440053,1408,29
07_2022,TN,440056,365,21
07_2022,TN,440057,190,23
07_2022,TN,440058,406,18
07_2022,TN,440059,2083,23
07_2022,TN,440060,95,28
07_2022,TN,440061,137,18
07_2022,TN,440063,984,18
07_2022,TN,440065,402,28
07_2022,TN,440068,341,20
07_2022,TN,440072,309,15
07_2022,TN,440073,373,19
07_2022,TN,440081,611,17
07_2022,TN,440082,3294,32
07_2022,TN,440084,300,23
07_2022,TN,440091,1365,27
07_2022,TN,440102,155,17
07_2022,TN,440104,704,17
07_2022,TN,440109,131,15
07_2022,TN,440110,474,27
07_2022,TN,440111,145,12
07_2022,TN,440120,1526,22
07_2022,TN,440125,607,20
07_2022,TN,440130,311,18
07_2022,TN,440131,132,12
07_2022,TN,440132,378,24
07_2022,TN,440137,102,18
07_2022,TN,44013F,433,28
07_2022,TN,440144,358,19
07_2022,TN,440148,109,32
07_2022,TN,440150,444,19
07_2022,TN,440151,413,25
07_2022,TN,440152,252,13
07_2022,TN,440153,231,15
07_2022,TN,440156,967,15
07_2022,TN,440159,Not Available,Not Available
07_2022,TN,440161,418,20
07_2022,TN,44016F,454,41
07_2022,TN,440173,826,27
07_2022,TN,440175,228,17
07_2022,TN,440176,305,15
07_2022,TN,44017F,Not Available,Not Available
07_2022,TN,440183,663,12
07_2022,TN,440184,853,17
07_2022,TN,440185,847,19
07_2022,TN,440187,220,19
07_2022,TN,44018F,484,32
07_2022,TN,440192,78,31
07_2022,TN,440193,448,18
07_2022,TN,440194,636,20
07_2022,TN,440197,383,14
07_2022,TN,440200,36,29
07_2022,TN,440218,316,48
07_2022,TN,440227,433,18
07_2022,TN,440228,763,15
07_2022,TN,440231,Not Available,Not Available
07_2022,TN,440235,Not Available,Not Available
07_2022,TN,441300,Not Available,Not Available
07_2022,TN,441301,43,27
07_2022,TN,441303,98,22
07_2022,TN,441304,Not Available,Not Available
07_2022,TN,441305,125,20
07_2022,TN,441306,26,20
07_2022,TN,441307,121,22
07_2022,TN,441309,98,31
07_2022,TN,441310,70,18
07_2022,TN,441311,Not Available,Not Available
07_2022,TN,441313,Not Available,Not Available
07_2022,TN,441314,Not Available,Not Available
07_2022,TN,441316,46,28
07_2022,TN,441320,25,17
07_2022,TN,441322,Not Available,Not Available
07_2022,TN,443302,Not Available,Not Available
07_2022,TN,443303,Not Available,Not Available
07_2022,TX,450002,638,11
07_2022,TX,450007,523,21
07_2022,TX,450010,330,16
07_2022,TX,450011,1678,16
07_2022,TX,450015,1444,6
07_2022,TX,450018,1388,12
07_2022,TX,450021,2379,14
07_2022,TX,450023,715,18
07_2022,TX,450024,2507,32
07_2022,TX,450028,439,8
07_2022,TX,450029,362,7
07_2022,TX,450032,648,15
07_2022,TX,450033,678,11
07_2022,TX,450034,367,15
07_2022,TX,450035,626,7
07_2022,TX,450039,2107,20
07_2022,TX,450040,873,18
07_2022,TX,450042,1814,28
07_2022,TX,450044,2296,17
07_2022,TX,450046,534,13
07_2022,TX,450051,353,10
07_2022,TX,450054,2516,17
07_2022,TX,450055,121,18
07_2022,TX,450056,2344,27
07_2022,TX,450058,4239,15
07_2022,TX,450064,813,14
07_2022,TX,450068,681,11
07_2022,TX,450072,447,16
07_2022,TX,450078,Not Available,Not Available
07_2022,TX,450079,623,11
07_2022,TX,450080,376,15
07_2022,TX,450082,104,11
07_2022,TX,450083,1215,18
07_2022,TX,450085,103,30
07_2022,TX,450087,522,17
07_2022,TX,450090,172,17
07_2022,TX,450092,122,4
07_2022,TX,450097,427,8
07_2022,TX,450099,360,37
07_2022,TX,450101,1427,16
07_2022,TX,450102,449,17
07_2022,TX,450104,346,18
07_2022,TX,450107,825,11
07_2022,TX,450108,105,21
07_2022,TX,450119,985,9
07_2022,TX,450124,1756,29
07_2022,TX,450128,464,31
07_2022,TX,450132,2639,29
07_2022,TX,450133,1128,18
07_2022,TX,450135,2596,15
07_2022,TX,450137,1377,12
07_2022,TX,450143,31,24
07_2022,TX,450144,71,12
07_2022,TX,450147,544,15
07_2022,TX,450148,382,15
07_2022,TX,450152,526,12
07_2022,TX,450154,203,13
07_2022,TX,450155,73,20
07_2022,TX,450162,54,26
07_2022,TX,450163,188,13
07_2022,TX,450165,195,15
07_2022,TX,450176,625,34
07_2022,TX,450184,1648,11
07_2022,TX,450187,189,18
07_2022,TX,450193,872,18
07_2022,TX,450194,140,14
07_2022,TX,450196,896,17
07_2022,TX,450200,592,14
07_2022,TX,450203,494,19
07_2022,TX,450209,918,15
07_2022,TX,450210,97,19
07_2022,TX,450211,626,15
07_2022,TX,450213,931,28
07_2022,TX,450222,458,13
07_2022,TX,450229,719,20
07_2022,TX,450231,523,21
07_2022,TX,450235,27,7
07_2022,TX,450236,346,21
07_2022,TX,450237,799,19
07_2022,TX,450241,41,18
07_2022,TX,450253,Not Available,Not Available
07_2022,TX,450271,493,20
07_2022,TX,450272,342,18
07_2022,TX,450289,611,9
07_2022,TX,450292,143,14
07_2022,TX,450324,1893,18
07_2022,TX,450330,309,13
07_2022,TX,450346,830,14
07_2022,TX,450347,249,15
07_2022,TX,450348,Not Available,Not Available
07_2022,TX,450351,170,19
07_2022,TX,450352,793,14
07_2022,TX,450358,5819,18
07_2022,TX,450369,92,18
07_2022,TX,450370,138,20
07_2022,TX,450372,541,16
07_2022,TX,450379,297,23
07_2022,TX,450388,2715,16
07_2022,TX,450389,536,17
07_2022,TX,450395,151,14
07_2022,TX,450399,76,18
07_2022,TX,450400,47,17
07_2022,TX,450403,570,14
07_2022,TX,450411,56,18
07_2022,TX,450419,216,16
07_2022,TX,450422,159,27
07_2022,TX,450424,1327,12
07_2022,TX,450431,1247,21
07_2022,TX,450447,175,13
07_2022,TX,450451,46,24
07_2022,TX,450460,Not Available,Not Available
07_2022,TX,450462,1887,16
07_2022,TX,450465,181,11
07_2022,TX,450469,305,14
07_2022,TX,450475,157,16
07_2022,TX,450484,476,15
07_2022,TX,450489,53,17
07_2022,TX,450498,42,25
07_2022,TX,450508,287,12
07_2022,TX,450518,596,14
07_2022,TX,450537,693,16
07_2022,TX,450539,151,13
07_2022,TX,450563,1654,20
07_2022,TX,450565,213,15
07_2022,TX,450571,1207,16
07_2022,TX,450573,68,15
07_2022,TX,450578,Not Available,Not Available
07_2022,TX,450584,143,23
07_2022,TX,450586,41,22
07_2022,TX,450587,257,17
07_2022,TX,450596,358,20
07_2022,TX,450597,74,13
07_2022,TX,450604,284,24
07_2022,TX,450605,Not Available,Not Available
07_2022,TX,45060F,417,36
07_2022,TX,450610,366,13
07_2022,TX,450617,874,12
07_2022,TX,450634,646,18
07_2022,TX,450638,516,7
07_2022,TX,450639,932,16
07_2022,TX,450641,77,22
07_2022,TX,450643,320,7
07_2022,TX,450644,461,8
07_2022,TX,450647,1079,18
07_2022,TX,450651,937,17
07_2022,TX,450653,113,10
07_2022,TX,450654,78,9
07_2022,TX,450656,575,16
07_2022,TX,450658,52,17
07_2022,TX,450659,429,14
07_2022,TX,450661,492,11
07_2022,TX,450662,482,8
07_2022,TX,450668,1053,20
07_2022,TX,450669,577,14
07_2022,TX,45066F,463,28
07_2022,TX,450670,524,13
07_2022,TX,450672,464,17
07_2022,TX,450674,418,8
07_2022,TX,450675,465,11
07_2022,TX,450677,733,14
07_2022,TX,450678,367,10
07_2022,TX,450684,472,12
07_2022,TX,450686,1915,15
07_2022,TX,450688,466,26
07_2022,TX,45068F,890,37
07_2022,TX,450690,119,16
07_2022,TX,450694,89,18
07_2022,TX,450697,352,8
07_2022,TX,450698,59,16
07_2022,TX,45069F,4057,39
07_2022,TX,450702,667,17
