SURVEY_NAME,QUESTION_ID,QUESTION_TXT,ANSWER_TXT,NUM_RESPONSES,TOTAL_RESPONSES
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Would be nice to have received the audit finding and what caused the balance due,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","You are fortunate to have Marilyn Spicer as an auditor.  She is very knowledgeable, professional, and very personable!",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",You keep auditing the same clients all of the time.  These are the employers who are already paying workers' comp and have always audited workers comp.  Please think about leaving these folks alone as they are already paying and spend your resources finding the folks who are not in the system and who are not paying.  Thank you.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","You should let your out-of-state policy holders know via personal oral communication about the 90-day exemption PER EMPLOYEE.  I did not understand this until AFTER we took out our policy with the State of Ohio. Had we known, we may have not had to have taken out a policy.  The part that the 90 days is 're-set' if an employee returns home & works on a project & then returns to Ohio to work was all new information to me.  I thought it was only the first 90-days was exempt from coverage, and then on the 91st day coverage was there until our company completed our work in Ohio.  I did not know that 90 days was per employee OR that it would be re-set.  That is the reason I reported zero wages on our second policy period.  All of our employees left Ohio when covid came and were back here in NC working for the entire month of April.  We did not return until May/June, and by the time the 91 days came around, we completed our project at the Cincinnati Zoo, therefore, being subject to no Ohio worker's comp coverage. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Your auditor did an awesome job!!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Your auditor was very professional. I appreciated his willingness to answer any and all questions I had.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",as business owner I have an insane workload.   He made it so easy and responded to calls quickly,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","as mail is delivered to the client's address, i am not sure we received a written follow-up. if so, it has not been sent to me yet, which is not unusual.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",auditor is a pleasure to work with.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",date of audit was 4/5/2021 not 2017,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",explaination was very helpful and informational          ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","good audit, fair findings and folks were on top of their game. Very refreshing . Too bad all Gov entities werent  this good. Country would be running great",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",he explained what he wanted for us to compile and we sent it in...worked out well for a quick audit.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",he was super helpful!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",it wasn't too bad - I had everything ready and it went well,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",it would help to have the link for uploading files in every email.  I would sporadically have to search for it from emails weeks or months old.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","knowledgeable, friendly and cooperative.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",most audits are more stressful.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",ms. rohr was very professional and kind.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",n/a,2,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",na,2,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",no,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",none,2,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",none - good experience for an audit,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",not sure why our premiums have increased so much. it was never explained,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",nothing at this time. Overall a very good experience.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",our auditor Ed Grau was very efficient and courteous. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",same client was just audited a year or two before the current audit.  Current audit resulted in no changes.  Seems like a waste of time to audit the same client so close together in time when they did not have any substantial adjustments or  compliance issues noted in the first audit.  The audit selection process could be improved to minimize repetitive audits of clients who are properly reporting their employee wages,1,858
